Source,IID,FID,h_posterior_mode,h_cred_int_lower,h_cred_int_upper,beta_mean,beta_var,beta_shape1,beta_shape2
TEST,FT100,11.FT,0.513,0.485,0.541,0.513,0.000204322,626.56,595.20
TEST,FT101,11.FT,0.084,0.067,0.106,0.085,9.78E-05,68.12,729.53
TEST,FT102,11.FT,0.003,0.001,0.010,0.005,5.61E-06,3.87,824.77
TEST,FT103,11.FT,0.820,0.796,0.841,0.819,0.000129687,935.48,206.81
TEST,FT104,11.FT,0.019,0.011,0.033,0.020,3.36E-05,11.96,577.95
TEST,FT105,11.FT,0.007,0.003,0.020,0.010,2.09E-05,4.30,446.87
TEST,FT106,11.FT,0.087,0.070,0.107,0.088,8.59E-05,81.37,847.88
TEST,FT107,11.FT,0.002,0.000,0.005,0.002,1.45E-06,3.25,1492.88
TEST,FT108,11.FT,0.000,0.000,0.010,0.002,7.34E-06,0.57,276.33
TEST,FT11,11.FT,0.849,0.828,0.869,0.849,0.000109767,991.72,176.71
TEST,FT117,11.FT,0.003,0.001,0.010,0.004,5.70E-06,3.44,771.33
TEST,FT118,11.FT,0.004,0.001,0.014,0.006,1.14E-05,2.70,481.15
TEST,FT12,11.FT,0.003,0.001,0.017,0.006,1.78E-05,1.96,328.42
TEST,FT13,11.FT,0.449,0.421,0.477,0.449,0.000200388,553.75,679.81
TEST,FT14,11.FT,0.488,0.458,0.518,0.488,0.000237323,513.00,538.79
TEST,FT15,11.FT,0.437,0.409,0.466,0.438,0.000215338,499.64,642.22
TEST,FT16,11.FT,0.044,0.029,0.065,0.046,8.57E-05,23.04,483.01
TEST,FT17,11.FT,0.000,0.000,0.003,0.001,9.53E-07,0.55,758.73
TEST,FT18,11.FT,0.004,0.001,0.014,0.006,1.15E-05,2.88,495.10
TEST,FT20,11.FT,0.039,0.026,0.057,0.040,5.99E-05,25.86,617.43
TEST,FT21,11.FT,0.004,0.001,0.015,0.006,1.25E-05,2.74,463.43
TEST,FT22,11.FT,0.041,0.026,0.065,0.044,9.49E-05,19.06,418.60
TEST,FT23,11.FT,0.426,0.396,0.458,0.427,0.00024648,422.99,568.46
TEST,FT24,11.FT,0.473,0.444,0.503,0.473,0.000227479,518.12,576.73
TEST,FT25,11.FT,0.444,0.416,0.473,0.444,0.000216381,506.65,633.44
TEST,FT26,11.FT,0.003,0.001,0.010,0.004,5.78E-06,3.28,748.44
TEST,FT28,11.FT,0.396,0.366,0.427,0.396,0.000246189,384.75,586.06
TEST,FT29,11.FT,0.453,0.428,0.479,0.454,0.000171291,655.71,790.17
TEST,FT30,11.FT,0.522,0.494,0.550,0.522,0.000199552,652.42,596.92
TEST,FT31,11.FT,0.033,0.020,0.053,0.035,7.24E-05,16.08,446.44
TEST,FT33,11.FT,0.468,0.443,0.494,0.468,0.000172063,677.13,768.96
TEST,FT34,11.FT,0.006,0.002,0.019,0.008,1.85E-05,3.63,436.42
TEST,FT35,11.FT,0.047,0.033,0.068,0.049,8.36E-05,27.20,528.43
TEST,FT36,11.FT,0.913,0.897,0.926,0.912,5.84E-05,1251.62,120.64
TEST,FT37,11.FT,0.402,0.375,0.429,0.402,0.000187538,514.99,765.92
TEST,FT38,11.FT,0.902,0.885,0.916,0.901,6.11E-05,1312.14,143.80
TEST,FT39,11.FT,0.044,0.031,0.064,0.046,7.20E-05,27.64,577.07
TEST,FT40,11.FT,0.358,0.331,0.385,0.358,0.000184077,446.22,801.01
TEST,FT41,11.FT,0.523,0.493,0.553,0.523,0.000231685,562.41,513.41
TEST,FT42,11.FT,0.004,0.001,0.018,0.007,1.90E-05,2.62,366.96
TEST,FT46,11.FT,0.438,0.407,0.469,0.438,0.000245566,438.39,562.92
TEST,FT47,11.FT,0.009,0.004,0.025,0.012,3.12E-05,4.41,368.69
TEST,FT48,11.FT,0.409,0.383,0.436,0.409,0.000180965,546.42,788.60
TEST,FT49,11.FT,0.000,0.000,0.010,0.003,7.67E-06,1.08,373.82
TEST,FT50,11.FT,0.000,0.000,0.006,0.001,2.69E-06,0.69,505.37
TEST,FT53,11.FT,0.802,0.779,0.823,0.802,0.000126967,1003.12,248.18
TEST,FT54,11.FT,0.003,0.001,0.010,0.004,5.84E-06,2.80,687.87
TEST,FT55,11.FT,0.431,0.403,0.461,0.432,0.000216698,488.19,642.90
TEST,FT56,11.FT,0.435,0.404,0.467,0.435,0.000255306,418.90,543.01
TEST,FT59,11.FT,0.026,0.015,0.043,0.027,5.12E-05,14.32,506.47
TEST,FT62,11.FT,0.043,0.028,0.066,0.045,9.52E-05,20.60,433.30
TEST,FT63,11.FT,0.400,0.375,0.426,0.400,0.000169608,566.29,848.16
TEST,FT66,11.FT,0.002,0.000,0.018,0.006,2.22E-05,1.44,251.75
TEST,FT67,11.FT,0.559,0.531,0.586,0.559,0.000201559,682.72,539.61
TEST,FT69,11.FT,0.537,0.508,0.566,0.537,0.000218413,611.06,526.19
TEST,FT71,11.FT,0.148,0.126,0.172,0.148,0.000137434,136.29,782.18
TEST,FT72,11.FT,0.487,0.457,0.517,0.487,0.000235003,517.16,544.93
TEST,FT77,11.FT,0.420,0.393,0.448,0.420,0.000193526,528.89,729.18
TEST,FT80,11.FT,0.818,0.794,0.840,0.818,0.000138014,882.65,196.92
TEST,FT81,11.FT,0.511,0.486,0.536,0.511,0.000164692,775.17,741.05
TEST,FT86,11.FT,0.477,0.447,0.507,0.477,0.000234932,506.15,554.76
TEST,FT87,11.FT,0.002,0.001,0.007,0.003,3.08E-06,3.06,991.65
TEST,FT88,11.FT,0.004,0.001,0.013,0.006,9.65E-06,3.39,587.39
TEST,FT89,11.FT,0.000,0.000,0.003,0.001,7.86E-07,0.51,804.68
TEST,FT90,11.FT,0.020,0.011,0.037,0.022,4.47E-05,10.60,470.47
TEST,FT91,11.FT,0.474,0.444,0.503,0.474,0.000227333,518.89,576.76
TEST,FT92,11.FT,0.494,0.465,0.523,0.494,0.000219186,562.52,576.88
TEST,FT93,11.FT,0.927,0.908,0.942,0.926,7.76E-05,818.77,65.62
TEST,FT94,11.FT,0.031,0.019,0.053,0.034,7.78E-05,14.02,402.87
TEST,FT95,11.FT,0.506,0.480,0.532,0.506,0.00018103,698.20,681.59
TEST,FT96,11.FT,0.011,0.004,0.026,0.013,3.26E-05,5.25,392.83
TEST,FT97,11.FT,0.011,0.005,0.024,0.013,2.53E-05,6.20,485.13
TEST,FT98,11.FT,0.481,0.453,0.509,0.481,0.000205383,583.72,630.70
TEST,AQ03,12.AQ,0.785,0.759,0.808,0.784,0.000152692,868.36,238.97
TEST,AQ04,12.AQ,0.478,0.452,0.505,0.478,0.000181219,657.93,717.99
TEST,AQ06,12.AQ,0.893,0.872,0.911,0.892,0.000100905,849.93,102.77
TEST,AQ07,12.AQ,0.052,0.036,0.075,0.054,0.000101197,27.07,475.54
TEST,AQ100,12.AQ,0.353,0.328,0.379,0.354,0.000169728,475.83,869.84
TEST,AQ101,12.AQ,0.475,0.451,0.498,0.475,0.000144813,816.88,904.05
TEST,AQ102,12.AQ,0.000,0.000,0.002,0.001,4.33E-07,0.67,1244.73
TEST,AQ12,12.AQ,0.401,0.373,0.431,0.402,0.000217497,443.28,660.61
TEST,AQ14,12.AQ,0.851,0.832,0.868,0.850,8.83E-05,1224.02,215.32
TEST,AQ15,12.AQ,0.014,0.008,0.025,0.015,1.99E-05,11.34,737.15
TEST,AQ16,12.AQ,0.625,0.598,0.652,0.625,0.000193481,756.57,453.48
TEST,AQ17,12.AQ,0.066,0.048,0.091,0.068,0.000120798,35.71,488.68
TEST,AQ20,12.AQ,0.010,0.004,0.024,0.012,2.59E-05,5.42,448.48
TEST,AQ21,12.AQ,0.430,0.404,0.456,0.430,0.000177334,594.09,787.14
TEST,AQ22,12.AQ,0.493,0.464,0.523,0.493,0.000229836,536.09,550.45
TEST,AQ24,12.AQ,0.040,0.027,0.058,0.041,6.15E-05,26.32,613.99
TEST,AQ25,12.AQ,0.542,0.513,0.571,0.542,0.000219307,612.79,518.18
TEST,AQ27,12.AQ,0.909,0.892,0.924,0.909,6.82E-05,1104.24,110.97
TEST,AQ29,12.AQ,0.828,0.803,0.850,0.827,0.00014296,825.91,172.38
TEST,AQ30,12.AQ,0.020,0.011,0.037,0.022,4.27E-05,11.07,491.87
TEST,AQ31,12.AQ,0.030,0.019,0.049,0.032,5.98E-05,16.72,502.81
TEST,AQ32,12.AQ,0.050,0.035,0.071,0.051,8.84E-05,28.22,521.48
TEST,AQ33,12.AQ,0.021,0.012,0.035,0.022,3.40E-05,14.28,626.13
TEST,AQ34,12.AQ,0.005,0.002,0.018,0.008,1.88E-05,3.04,396.83
TEST,AQ35,12.AQ,0.044,0.029,0.064,0.045,8.09E-05,24.10,508.80
