order,source,IID1,IID2,FID,H1,H3,S5,S8,Note
39,captivity,W1424,W1424,CAP.F1.ACU.HEC.MALE,NA,570,NA,NA,
39,captivity,W1426,W1426,CAP.F1.ACU.HEC.MALE,NA,574,NA,NA,
39,captivity,W1440,W1440,CAP.F1.ACU.HEC.MALE,NA,569,NA,NA,
39,captivity,W1441,W1441,CAP.F1.ACU.HEC.MALE,NA,555,NA,NA,
39,captivity,W1444,W1444,CAP.F1.ACU.HEC.MALE,NA,579,NA,NA,
39,captivity,W1446,W1446,CAP.F1.ACU.HEC.MALE,NA,569,NA,NA,first.measure
39,captivity,W1462,W1462,CAP.F1.ACU.HEC.MALE,NA,573,NA,NA,first.measure
39,captivity,W1463,W1463,CAP.F1.ACU.HEC.MALE,NA,574,NA,NA,first.measure
39,captivity,Y101,Y101,CAP.F1.ACU.HEC.MALE,685,571,35.34,2.13,
39,captivity,Y120,Y120,CAP.F1.ACU.HEC.MALE,670,576,40.55,2.24,
39,captivity,Y148,Y148,CAP.F1.ACU.HEC.MALE,672,569,49.63,2.16,
39,captivity,Y339,Y339,CAP.F1.ACU.HEC.MALE,642,572,42.99,2.19,
39,captivity,Y341,Y341,CAP.F1.ACU.HEC.MALE,654,577,45.93,2.25,
39,captivity,Y525,Y525,CAP.F1.ACU.HEC.MALE,657,560,49.16,2.08,
39,captivity,Y724,Y724,CAP.F1.ACU.HEC.MALE,643,572,53.20,2.24,
39,captivity,Y726,Y726,CAP.F1.ACU.HEC.MALE,643,572,60.36,2.25,
39,captivity,Y727,Y727,CAP.F1.ACU.HEC.MALE,654,572,59.14,2.26,
40,captivity,73780,73780,CAP.HEC,NA,586,NA,NA,
40,captivity,73782,73782,CAP.HEC,NA,592,NA,NA,
40,captivity,73783,73783,CAP.HEC,NA,592,NA,NA,
40,captivity,73785,73785,CAP.HEC,NA,580,NA,NA,
40,captivity,73787,73787,CAP.HEC,NA,590,NA,NA,
40,captivity,73791,73791,CAP.HEC,NA,582,NA,NA,
40,captivity,73792,73792,CAP.HEC,NA,582,NA,NA,
40,captivity,73793,73793,CAP.HEC,NA,587,NA,NA,
40,captivity,73794,73794,CAP.HEC,NA,585,NA,NA,
40,captivity,73795,73795,CAP.HEC,NA,577,NA,NA,
40,captivity,73796,73796,CAP.HEC,NA,586,NA,NA,
40,captivity,73797,73797,CAP.HEC,NA,587,NA,NA,
40,captivity,73799,73799,CAP.HEC,NA,586,NA,NA,
40,captivity,73800,73800,CAP.HEC,NA,586,NA,NA,
40,captivity,73893,73893,CAP.HEC,NA,572,NA,NA,
40,captivity,73900,73900,CAP.HEC,NA,583,NA,NA,
40,captivity,73901,73901,CAP.HEC,NA,583,NA,NA,
40,captivity,73902,73902,CAP.HEC,NA,582,NA,NA,
40,captivity,73903,73903,CAP.HEC,NA,583,NA,NA,
40,captivity,73906,73906,CAP.HEC,NA,580,NA,NA,
40,captivity,73907,73907,CAP.HEC,NA,585,NA,NA,
40,captivity,73908,73908,CAP.HEC,NA,589,NA,NA,
40,captivity,73909,73909,CAP.HEC,NA,591,NA,NA,
40,captivity,73910,73910,CAP.HEC,NA,574,NA,NA,
40,captivity,73911,73911,CAP.HEC,NA,578,NA,NA,
40,captivity,73912,73912,CAP.HEC,NA,585,NA,NA,
40,captivity,73913,73913,CAP.HEC,NA,577,NA,NA,
40,captivity,73915,73915,CAP.HEC,NA,577,NA,NA,
40,captivity,73917,73917,CAP.HEC,NA,575,NA,NA,
40,captivity,73918,73918,CAP.HEC,NA,588,NA,NA,
40,captivity,73919,73919,CAP.HEC,NA,587,NA,NA,
40,captivity,73920,73920,CAP.HEC,NA,575,NA,NA,
40,captivity,73922,73922,CAP.HEC,NA,585,NA,NA,
40,captivity,73923,73923,CAP.HEC,NA,587,NA,NA,
40,captivity,73926,73926,CAP.HEC,NA,579,NA,NA,
40,captivity,73928,73928,CAP.HEC,NA,580,NA,NA,
40,captivity,73929,73929,CAP.HEC,NA,587,NA,NA,
40,captivity,73930,73930,CAP.HEC,NA,584,NA,NA,
40,captivity,73931,73931,CAP.HEC,NA,579,NA,NA,
40,captivity,73933,73933,CAP.HEC,NA,590,NA,NA,
40,captivity,73934,73934,CAP.HEC,NA,584,NA,NA,
40,captivity,73935,73935,CAP.HEC,NA,585,NA,NA,
40,captivity,73936,73936,CAP.HEC,NA,583,NA,NA,
40,captivity,73937,73937,CAP.HEC,NA,591,NA,NA,
40,captivity,73938,73938,CAP.HEC,NA,578,NA,NA,
40,captivity,73939,73939,CAP.HEC,NA,581,NA,NA,
40,captivity,73940,73940,CAP.HEC,NA,589,NA,NA,
40,captivity,73942,73942,CAP.HEC,NA,589,NA,NA,
40,captivity,73944,73944,CAP.HEC,NA,582,NA,NA,
40,captivity,73945,73945,CAP.HEC,NA,586,NA,NA,
40,captivity,73946,73946,CAP.HEC,NA,583,NA,NA,
40,captivity,73947,73947,CAP.HEC,NA,579,NA,NA,
40,captivity,73948,73948,CAP.HEC,NA,578,NA,NA,
40,captivity,73950,73950,CAP.HEC,NA,586,NA,NA,
40,captivity,73951,73951,CAP.HEC,NA,578,NA,NA,
40,captivity,73953,73953,CAP.HEC,NA,591,NA,NA,
40,captivity,73954,73954,CAP.HEC,NA,582,NA,NA,
40,captivity,73955,73955,CAP.HEC,NA,582,NA,NA,
40,captivity,73956,73956,CAP.HEC,NA,578,NA,NA,
40,captivity,73957,73957,CAP.HEC,NA,593,NA,NA,
40,captivity,73958,73958,CAP.HEC,NA,585,NA,NA,
40,captivity,73959,73959,CAP.HEC,NA,587,NA,NA,
40,captivity,73960,73960,CAP.HEC,NA,585,NA,NA,
40,captivity,73961,73961,CAP.HEC,NA,568,NA,NA,
40,captivity,73966,73966,CAP.HEC,NA,578,NA,NA,
40,captivity,73972,73972,CAP.HEC,NA,577,NA,NA,
40,captivity,73973,73973,CAP.HEC,NA,591,NA,NA,
40,captivity,Y0427,Y0427,CAP.HEC,680,581,56.07436899,2.358511933,
40,captivity,Y0430,Y0430,CAP.HEC,672,583,45.69704952,2.327237988,
40,captivity,Y0454,Y0454,CAP.HEC,645,572,48.93503813,2.155420232,
40,captivity,Y0641,Y0641,CAP.HEC,672,579,50.34161899,2.256743696,
40,captivity,Y0651,Y0651,CAP.HEC,698,578,61.81146166,2.367580837,
40,captivity,Y0660,Y0660,CAP.HEC,654,580,54.9923859,2.334104189,
40,captivity,Y0661,Y0661,CAP.HEC,672,579,64.47977991,2.327159095,
40,captivity,Y0773,Y0773,CAP.HEC,684,589,63.68119134,2.547621197,
40,captivity,Y1128,Y1128,CAP.HEC,642,581,42.3714037,2.369077204,
40,captivity,Y1244,Y1244,CAP.HEC,680,587,52.0384929,2.515812499,
40,captivity,Y1253,Y1253,CAP.HEC,677,588,55.70312463,2.582623708,
40,captivity,Y1263,Y1263,CAP.HEC,685,593,61.25892641,2.791670481,
40,captivity,Y1270,Y1270,CAP.HEC,685,592,54.7480183,2.656847007,
40,captivity,Y1273,Y1273,CAP.HEC,644,582,68.2275438,2.478526648,
40,captivity,Y1280,Y1280,CAP.HEC,685,591,65.5240778,2.756342715,
40,captivity,Y1284,Y1284,CAP.HEC,646,580,47.67401365,2.343699139,
40,captivity,Y1286,Y1286,CAP.HEC,677,585,63.35392176,2.545412079,
40,captivity,Y1414,Y1414,CAP.HEC,679,587,59.24302913,2.567821369,
40,captivity,Y1417,Y1417,CAP.HEC,680,591,68.63452346,2.747805955,
40,captivity,Y191,Y191,CAP.HEC,NA,579,NA,NA,
40,captivity,Y192,Y192,CAP.HEC,NA,581,NA,NA,
40,captivity,Y193,Y193,CAP.HEC,NA,587,NA,NA,
40,captivity,Y194,Y194,CAP.HEC,NA,589,NA,NA,
40,captivity,Y195,Y195,CAP.HEC,NA,583,NA,NA,
40,captivity,Y196,Y196,CAP.HEC,NA,578,NA,NA,
40,captivity,Y203,Y203,CAP.HEC,NA,587,NA,NA,
40,captivity,Y226,Y226,CAP.HEC,NA,588,NA,NA,
40,captivity,Y228,Y228,CAP.HEC,NA,589,NA,NA,
40,captivity,Y229,Y229,CAP.HEC,NA,586,NA,NA,
40,captivity,Y230,Y230,CAP.HEC,NA,579,NA,NA,
40,captivity,Y231,Y231,CAP.HEC,NA,585,NA,NA,
40,captivity,Y237,Y237,CAP.HEC,NA,576,NA,NA,
40,captivity,Y239,Y239,CAP.HEC,NA,568,NA,NA,
40,captivity,Y241,Y241,CAP.HEC,NA,595,NA,NA,
40,captivity,Y242,Y242,CAP.HEC,NA,588,NA,NA,
40,captivity,Y244,Y244,CAP.HEC,NA,582,NA,NA,
40,captivity,Y245,Y245,CAP.HEC,NA,587,NA,NA,
40,captivity,Y246,Y246,CAP.HEC,NA,578,NA,NA,
40,captivity,Y270,Y270,CAP.HEC,NA,581,NA,NA,
40,captivity,Y296,Y296,CAP.HEC,NA,587,NA,NA,
40,captivity,Y297,Y297,CAP.HEC,NA,592,NA,NA,
40,captivity,Y298,Y298,CAP.HEC,NA,592,NA,NA,
40,captivity,Y299,Y299,CAP.HEC,NA,588,NA,NA,
40,captivity,Y300,Y300,CAP.HEC,NA,590,NA,NA,
40,captivity,Y314,Y314,CAP.HEC,NA,591,NA,NA,
40,captivity,Y315,Y315,CAP.HEC,NA,588,NA,NA,
40,captivity,Y316,Y316,CAP.HEC,NA,592,NA,NA,
40,captivity,Y317,Y317,CAP.HEC,NA,592,NA,NA,
40,captivity,Y321,Y321,CAP.HEC,NA,590,NA,NA,
40,captivity,Y322,Y322,CAP.HEC,NA,587,NA,NA,
40,captivity,Y323,Y323,CAP.HEC,NA,584,NA,NA,
40,captivity,Y324,Y324,CAP.HEC,NA,580,NA,NA,
40,captivity,Y335,Y335,CAP.HEC,NA,588,NA,NA,
40,captivity,Y336,Y336,CAP.HEC,NA,585,NA,NA,
40,captivity,Y338,Y338,CAP.HEC,NA,584,NA,NA,
40,captivity,Y357,Y357,CAP.HEC,NA,585,NA,NA,
40,captivity,Y358,Y358,CAP.HEC,NA,578,NA,NA,
40,captivity,Y359,Y359,CAP.HEC,NA,577,NA,NA,
40,captivity,Y363,Y363,CAP.HEC,NA,576,NA,NA,
40,captivity,Y390,Y390,CAP.HEC,NA,587,NA,NA,
40,captivity,Y426,Y426,CAP.HEC,NA,588,NA,NA,
40,captivity,Y427,Y427,CAP.HEC,NA,581,NA,NA,
40,captivity,Y428,Y428,CAP.HEC,NA,581,NA,NA,
40,captivity,Y429,Y429,CAP.HEC,NA,582,NA,NA,
40,captivity,Y430,Y430,CAP.HEC,NA,583,NA,NA,
40,captivity,Y438,Y438,CAP.HEC,NA,586,NA,NA,
40,captivity,Y439,Y439,CAP.HEC,NA,585,NA,NA,
40,captivity,Y440,Y440,CAP.HEC,NA,586,NA,NA,
40,captivity,Y442,Y442,CAP.HEC,NA,581,NA,NA,
40,captivity,Y443,Y443,CAP.HEC,NA,578,NA,NA,
40,captivity,Y450,Y450,CAP.HEC,NA,579,NA,NA,
40,captivity,Y451,Y451,CAP.HEC,NA,579,NA,NA,
40,captivity,Y452,Y452,CAP.HEC,NA,582,NA,NA,
40,captivity,Y454,Y454,CAP.HEC,NA,572,NA,NA,
40,captivity,Y455,Y455,CAP.HEC,NA,585,NA,NA,
40,captivity,Y456,Y456,CAP.HEC,NA,581,NA,NA,
40,captivity,Y465,Y465,CAP.HEC,NA,569,NA,NA,
40,captivity,Y466,Y466,CAP.HEC,NA,572,NA,NA,
40,captivity,Y490,Y490,CAP.HEC,NA,577,NA,NA,
40,captivity,Y493,Y493,CAP.HEC,NA,581,NA,NA,
40,captivity,Y509,Y509,CAP.HEC,NA,570,NA,NA,
40,captivity,Y510,Y510,CAP.HEC,NA,583,NA,NA,
40,captivity,Y517,Y517,CAP.HEC,NA,575,NA,NA,
40,captivity,Y529,Y529,CAP.HEC,NA,578,NA,NA,
40,captivity,Y530,Y530,CAP.HEC,NA,573,NA,NA,
40,captivity,Y531,Y531,CAP.HEC,NA,578,NA,NA,
40,captivity,Y532,Y532,CAP.HEC,NA,571,NA,NA,
40,captivity,Y533,Y533,CAP.HEC,NA,570,NA,NA,
40,captivity,Y534,Y534,CAP.HEC,NA,568,NA,NA,
40,captivity,Y540,Y540,CAP.HEC,NA,585,NA,NA,
40,captivity,Y640,Y640,CAP.HEC,NA,574,NA,NA,
40,captivity,Y641,Y641,CAP.HEC,NA,579,NA,NA,
40,captivity,Y642,Y642,CAP.HEC,NA,580,NA,NA,
40,captivity,Y649,Y649,CAP.HEC,NA,570,NA,NA,
40,captivity,Y650,Y650,CAP.HEC,NA,575,NA,NA,
40,captivity,Y651,Y651,CAP.HEC,NA,578,NA,NA,
40,captivity,Y659,Y659,CAP.HEC,NA,585,NA,NA,
40,captivity,Y660,Y660,CAP.HEC,NA,580,NA,NA,
40,captivity,Y661,Y661,CAP.HEC,NA,579,NA,NA,
40,captivity,Y773,Y773,CAP.HEC,NA,589,NA,NA,
40,captivity,Y962,Y962,CAP.HEC,NA,588,NA,NA,
40,captivity,Y963,Y963,CAP.HEC,NA,588,NA,NA,
40,captivity,Y964,Y964,CAP.HEC,NA,585,NA,NA,
40,captivity,Y967,Y967,CAP.HEC,NA,578,NA,NA,
40,captivity,Y968,Y968,CAP.HEC,NA,569,NA,NA,
40,captivity,Y970,Y970,CAP.HEC,NA,578,NA,NA,
